SMILEScurated,Solubility
CN1C(=O)N(C(=O)C=C1C(F)(F)F)C1=CC=C(Cl)C(=C1)C(=O)OC(C)(C)C(=O)OCC=C,-4.676528089
CC1=CC=C(C=C1)S([O-])(=O)=O,-0.008033112
C=CCOC(=O)COC1=CC=CC=C1,-2.536373209
[I-],1.08677602
[O-]C(=O)CCCCC([O-])=O,-0.623286686
CNS(=O)(=O)C1=CC(OC)=C(N)C=C1OC,-3.651080563
OP([O-])([O-])=O,0.537602002
NC(N)=O,0.957840099
O=C1NC2=CC=CC=C2N1,-2.392751997
C#[O+],-3.292023351
CC(CCOC(=O)C=C)CCOC(=O)C=C,-2.621433551
NC1=CC=CC(Cl)=C1,-1.373368413
CC(=O)OC1CCC2CCCCC2C1,-3.560504415
CCCCCCCCCCCCCCC(C)C1=CC(C)=CC(C)=C1O,-7.335707323
C1CC=CC1,-2.104914482
[O-]C(=O)CC(CP1(=O)OC2=CC=CC=C2C2=CC=CC=C12)C([O-])=O,-2.813509506
C,-3.333093505
FC(F)(F)C(F)(F)F,-2.423907212
CC(C)=CCCC(C)=CCCC=O,-3.538303545
CC(=C)C(=O)OC1=CC=CC=C1,-2.494851361
CC(O)=CC(C)=O,-1.697530099
CC1=C(C=O)C(C)(C)CC=C1,-2.465007757
C[NH+](C)CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,-2.711387028
CC(=O)CC(C)(C)C1CCCCC1,-3.548153643
CC(C)C1CCC(C)CC1O,-2.488009121
[O-][Mo]([O-])(=O)=O,-2.634320541
NC1=CC=C(NC2=CC=CC=C2)C=C1,-2.563130476
CCC(C)C(=O)N(C)C1=CC=CC=C1,-1.580579513
CO[Si](C)(OC)C=C,0.577623585
NC(=O)C1=CC=CN=C1,0.612158315
CNC1=CC=C(O)C=C1,-0.838079267
OC1=C(N=NC2=CC=C(C3=CC=CC=C23)S([O-])(=O)=O)C2=CC=C(C=C2C=C1S([O-])(=O)=O)S([O-])(=O)=O,-1.082414087
CC1=CC(O)=CC(C)=C1,-1.387983905
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,-2.772789495
CC(C)CC(=O)CC(C)C,-2.454057846
COC1=CC=C(CC=C)C=C1OC,-2.55201324
NC1=CC2=CC(=CC(O)=C2C=C1)S([O-])(=O)=O,-2.679885573
OC1=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C2=CC=C(C=C2C=C1)S([O-])(=O)=O,-2.936886553
CCCCCC1=C(CCC1CC(=O)OC)OC(C)=O,-3.721988672
C=CC1CCC=CC1,-3.335193031
COC1=CC=C(C=C1O)C1CC(=O)C2=C(O)C=C(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)C=C2O1,-5.010485646
CCCCCCCCC=CCCCCCCCC[NH+](CCO)CCO,-4.78011829
CCCCOC(=O)C1=CC=C(C(=O)OCCCC)C(=C1)C(=O)OCCCC,-4.807173711
CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(O)C=C1,-4.828521956
CO[Si](CCCOC(=O)C=C)(OC)OC,-4.606388779
CCCCCCCCCCCO,-4.480440668
O[B]O,-2.340733519
CC1(C)C2CCC1(C)C(C2)OC(=O)C=C,-4.583092455
O=C1[C-](C(=O)C2=CC=CC=C12)C1=[NH+]C2=CC=CC=C2C=C1,-4.701186127
CCCCC(CC)COC(=O)OOC(C)(C)C,-4.659958513
CO[Si](OC)(C1CCCC1)C1CCCC1,-4.632799679
CC1CC(CC(C)(C)C1)OC(=O)C(C)=C,-4.598598509
CCCC=O,-4.50210133
CCCCCCCCCCCC([O-])=O,-4.950531484
CCCCCCCCCCCCCCCCCC([O-])=O,-4.960419449
CCC=CCCOC(=O)C1=CC=CC=C1O,-4.643981404
CC(C)C1CCC(C)CC1=O,-2.491877231
COC(=O)C1=CC=C(C=C1[N+]([O-])=O)C([O-])=O,-2.657001848
CC1=CC(C)=CC(C)=C1,-3.382657059
CC(=O)OC(C)(C)CCCC(=C)C=C,-3.597416499
CC1=CC=C(C=C1Cl)[N+]([O-])=O,-3.544278177
CCCCCCCCCCCCCCCCCC[N+](C)(C)C,-3.851456788
CCC[NH+](CCC)CCC,-2.472220255
[NH4+],1.451806889
O=C(NCCCCCCNC(=O)N1CCCCCC1=O)N1CCCCCC1=O,-3.906400656
CC(C)CCOC(=O)CC(C)C,-3.554059535
CCCCCC(CO)CCC,-3.518198523
NC1=CC=C(CCC2=CC=C(N)C=C2)C=C1,-3.645700574
COC(=O)C1=CC=CN=C1,-0.459550859
OC(C(O)C([O-])=O)C([O-])=O,-2.602434694
CC(C)(C)C1=CC=C(C=C1)C([O-])=O,-3.577962337
[Cu+],-3.32353295
O[Mo++](O)(O)O,-1.672068062
NC1=CC=CC2=CC=C(C=C12)S([O-])(=O)=O,-1.682279323
FC(F)C(F)(F)F,-1.416495791
CC1=CC=CC(O)=C1C,-1.424196078
OC1=C(I)C=C(Cl)C2=CC=CN=C12,-1.822256226
CCCCC(CC)C(=O)OOC(C)(C)C,-3.669517691
CC1C2CC(CC1C=O)C2(C)C,-3.558040393
CC(C)(O)CCC1=CC=CC=C1,-1.555639677
CC(=O)OC1=CC=C(C=C1)[N+]([O-])=O,-2.599256825
CC(=O)C1=CC2=CC=CC=C2O1,-2.548488397
NC1=CC(=CC(Cl)=C1[O-])[N+]([O-])=O,-2.699029836
CCC(O)COC1CCCCC1C(C)(C)C,-3.698734262
CC(C)C1CCC(C)CC1OO,-2.588821642
CC(C)COC(=O)C1=CC(N)=C(Cl)C(N)=C1,-2.738284824
OC1(CCCCC1)C(=O)C1=CC=CC=C1,-2.664780194
[NH3+]NCC1=CC=CC=C1,-1.646789011
CCOC1=NC2=CC=CC(C([O-])=O)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=N[N-]1,-6.497781397
ClC1=NC(Cl)=NC(Cl)=N1,-2.622338856
COC1=CC(=C(O)C(=C1)C(C)(C)C)C1=CC(OC)=CC(=C1O)C(C)(C)C,-6.776311258
CC1(CN2C=CN=N2)C(N2C(CC2=O)S1(=O)=O)C([O-])=O,-1.838461676
CN(C=O)C1=CC=CC=C1,-1.494780947
NC1=CC=C(C=C1S([O-])(=O)=O)S([O-])(=O)=O,-1.770093003
CC(C)C1CCC(C)CC1O,-2.560404377
COC1=CC=C(C=C1[N+]([O-])=O)C([O-])=O,-2.661319514
CC12CCC3C(CCC4=CC(=O)C=CC34C)C1CCC2=O,-2.820459609
CC(C)(C)C(=O)OCCC1=CC=CC=C1,-3.67528009
CC(OC(C)=O)C1CCCCC1,-3.597623767
CC(=O)CCC1=C(C)CCCC1(C)C,-3.655044576
CC[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,-0.937218529
CC[N+](CC)(CC(=O)NC1=C(C)C=CC=C1C)CC1=CC=CC=C1,-1.020958606
CCCCCCO,-1.382910122
CC(C)C1CCC(C)CC1O,-2.570623543
CCC(C)=CCCC(C)=CC#N,-3.589641142
CCCCCCC1(C)CCC(=O)O1,-2.643261824
COC(C)(C)C,-0.323526854
NC1=CC=C(C=C1S([O-])(=O)=O)[N+]([O-])=O,-1.767738518
CC1CCC2(O)C(C)(C)C3CCC2(C)C1C3,-3.72590382
CCC(C)(C1=CC=CC=C1)C1=CC=CC=C1,-4.588176842
C([NH2+]CC1=CC=CC=C1)C1=CC=CC=C1,-2.687630237
CC1=C2NN=NC2=CC=C1,-1.516963539
NC1=CC(=CC(=C1O)S([O-])(=O)=O)[N+]([O-])=O,-1.766205568
OCCN(CCO)C1=NC(NC2=CC=C(C=CC3=CC=C(NC4=NC(=NC(NC5=CC=C(C=C5)S([O-])(=O)=O)=N4)N(CCO)CCO)C(=C3)S([O-])(=O)=O)C=C2S([O-])(=O)=O)=NC(NC2=CC=C(C=C2)S([O-])(=O)=O)=N1,-0.46428681
COC(=O)C1=CC=CC=C1C(=O)OC,-1.686157925
CN(C)C1=CC=C(C=C1)[C+](C1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-2.008588463
CCCCCC1CCCC(=O)O1,-1.629032231
CCOC(=O)CC(=O)C(F)(F)F,-1.663024463
[O-][N+](=O)OCCOCCO[N+]([O-])=O,-1.690450821
O[Si](O)(C1=CC=CC=C1)C1=CC=CC=C1,-2.733020622
CCCCCOC(=O)CCCC,-3.624481304
CC1=CC(=O)N(CC2=CC(CN3C(=O)C=C(C)C3=O)=CC=C2)C1=O,-3.900334993
[O-]C(=O)C([O-])=O,-3.556228502
CCC=CCCOC(=O)C1=CC=CC=C1,-3.704897417
COC(=O)C1=CC=C(C(=O)OC)C(N)=C1,-3.718503765
CCCC(CC)CCCCCCC[NH3+],-3.697625957
[O-]C(=O)CCCCCCCCCCC([O-])=O,-3.76024149
CC1(C)C2CCC3(C2)C11OC1CCC3(C)C,-4.6529288
CC(O)CSCCCCCCCCC(C)(C)C,-4.730940692
CCCCCCCCCCCC([O-])=O,-4.619583571
CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=N[N-]1,-4.945016986
[Lu+3],-4.918566536
CCCCC(CC)COC(=O)CS,-4.635481621
CCC(C)(C)C1=CC=CC=C1,-4.50074592
CC(CCC=O)C1C(C)=CCCC1(C)C,-4.653202091
CC1(C)C2CCC(C2)C1=C,-4.471540428
CC(CC1CCCC1=O)C1CCC(C)=CC1,-4.680367049
CCCCCCCCCC(=O)OC,-4.626748523
OC([O-])=O,-5.022027024
CCCCN(CCCC)C(=O)N(CCCC)CCCC,-4.820595497
COC1(C)CCC23CC1C(C)(C)C2CCC3C,-4.74017718
COC1CCCCCCCCCCC1,-4.683590383
CCOC1(C)CCC2C(=C)C1CCC2(C)C,-4.734296245
CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.860377549
CC1=CC=C(N2C(=O)C3=CC=CC4=C(N)C=CC(C2=O)=C34)C(C)=C1,-4.891655533
CC1=CC(=CC(C)=C1CC#N)C(C)(C)C,-4.70181183
CC(C)(C1=CC=CC=C1)C1=CC=C(OP2OCC3(CO2)COP(OC2=CC=C(C=C2C(C)(C)C2=CC=CC=C2)C(C)(C)C2=CC=CC=C2)OC3)C(=C1)C(C)(C)C1=CC=CC=C1,-7.231973426
O=C1NC(=O)C2=C3C(C=CC=C13)=CC=C2,-4.692831503
CCCC[Sn](=O)CCCC,-4.794038183
CCCC[Sn++]CCCC.CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O,-5.113404326
O=C1CCC2CCCCC2O1,-0.586560326
COC(=O)C1=CC=C(C)C=C1,-2.576720352
CC1CC(C)(C)OC(CC2=CC=CC=C2)O1,-2.744685443
NC1=CC=CC=C1N,-0.439609879
O=C1[N-]S(=O)(=O)C2=CC=CC=C12,-1.671832414
CC1=CC(=CC=C1N)S([O-])(=O)=O,-1.729501225
CC(C)CCCC(C)CC#N,-3.587759138
[O-][Mo]([O-])(=O)=O,-3.703694345
O=C(N1CCCCCC1=O)C1=CC(=CC=C1)C(=O)N1CCCCCC1=O,-3.958346195
CC(C)=CCCC(C)=CCCC(C)=O,-3.697448425
CCCCCC(=O)OCC=C,-2.610551759
NC1=CC(=CC(=C1[O-])[N+]([O-])=O)[N+]([O-])=O,-1.764813003
FC1=CC=C(C=C1)C(=O)CCCCl,-2.722633923
CC(C)[Si](OC(=O)C=C)(C(C)C)C(C)C,-4.943737963
CC(C)OC(=O)CCC(=O)OC(C)C,-1.729316846
CC1=CC=C(N=NC2=C(O)C(=CC3=CC=CC=C23)C([O-])=O)C(=C1)S([O-])(=O)=O,-4.105730153
C[N+](C)(C)C1=CC=C2C=CC(=O)C(=NNC3=CC=C(N)C=C3)C2=C1,-1.980785388
NC(=O)C(F)(F)F,-1.485022741
CCC(C)(C)C1CCC(=O)CC1,-2.656892778
CC1=CC=C(C=C1[N+]([O-])=O)S(C)(=O)=O,-2.764701082
CCCCCCC#CC(=O)OC,-3.651887666
CCCCCCCCCCO,-3.631238037
O=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,-2.877472795
COC1=CC=C(OC)C(Cl)=C1,-2.672402404
OCCOC1=CC2=CC=CC=C2C=C1,-2.71429469
CCCCOC1=CC=CC=C1,-3.613249563
O=C(OCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,-3.937488879
CCCCCCCCC=CCCCCCCCC[NH2+]CCC[NH3+],-3.955042001
ClC1=CC=C(Cl)C(Cl)=C1,-3.702452078
CC1=C(OCC(F)(F)F)C=CN=C1CO,-1.792073711
COC,0.88436592
COC1=CC(C=CC([O-])=O)=CC(OC)=C1OC,-2.830470194
[O-]P=O,0.123663372
BrCCCCBr,-2.790216782
C1CCC2=CC=CC=C2C1,-3.567368139
CCCCOC(=O)CCCCC(=O)OCCCC,-3.86815387
CCOP(=O)(C(=O)C1=C(C)C=C(C)C=C1C)C1=CC=CC=C1,-3.956081947
CC1=CC=C(C(O)=C1)C(C)(C)C,-2.672674663
COC(=O)C1=CC=C(C(=O)OC)C(=C1)[N+]([O-])=O,-2.835904882
CC([O-])=O,0.29360437
C=CC(=O)OCCCCCCOC(=O)C=C,-2.819336696
CCCCCCCCCC(=O)N(C)C,-2.76811118
NC1=CC=C(C=C1)N=NC1=CC=CC=C1,-3.759703076
CC1=CCC(CC#N)C1(C)C,-2.647537233
CC1=CC=C(O)C(=C1)C(C)(C)C,-2.691753623
C[N+](C)(C)C1=CC=CC=C1,0.287747296
CC(=O)OC(C)(C)C1CCC(C)=CC1,-3.021359064
C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1,-2.87422578
CCCCC([O-])=O,-0.490652149
CC(O)C(C)CC1=CC=CC=C1,-1.69697299
CCCCC(C(=O)OCC)C(=O)OCC,-2.816496397
CCCCCCCCCCCC1=[NH+]CCN1CCO,-3.898655621
FC(F)(F)C1=CC=C(Cl)C=C1,-3.727695225
OC1=CC=C(C=C1)C1=CC=C(O)C=C1,-3.742373099
CC=COC1CCC(CC1)OC=CC,-3.903732091
O=C1CCCCCCCCCOCCCCCO1,-3.8838495
CCCCCCCCCCC(C)CCCCCCCC,-6.451104534
NC(=O)N=NC(N)=O,-3.54624346
CC(C)(C)C1=CC=C(O)C(=C1)C(C)(C)C,-3.796046333
CC(CC1=CC=C(C=C1)C(C)(C)C)C=O,-3.791782061
COC1=CC=C(C=C1N)C(=O)NC1=CC=CC=C1,-3.86580004
C#[O+],-2.928799169
CCC(C)(C)Cl,-2.51054501
N#CCN(CCN(CC#N)CC#N)CC#N,-2.820404347
CC(C)(C)OOC(=O)C1=CC=CC=C1,-2.776432949
CC(F)F,-1.314722844
CCC(C)(O)CCCC(C)C,-2.694289782
COC1=CC=C2NC(=S)NC2=C1,-2.750681924
FC(F)(F)Br,-2.667770969
CC(C)CCCCCOP([S-])(=S)OCCCCCC(C)C,-4.370701466
C(OC1=CC2=CC=CC(OCC3CO3)=C2C=C1)C1CO1,-3.919173798
CC(C)=CCCC(C)=CCOC=O,-3.746150762
[Pb],-4.566123099
CC1CC=C(C)C(C=CC(C)=O)C1(C)C,-3.802676912
CO[SiH](CC1CCCCC1)OC,-3.095972537
NC1=CC=C(C=CC2=CC=C(N)C=C2S([O-])(=O)=O)C(=C1)S([O-])(=O)=O,-4.06353038
CC1=CC=CC2=C1NC(=S)N2,-4.08795879
[O-]C(=O)CCP([O-])(=O)C1=CC=CC=C1,-0.828305155
O=S(CC1=CC=CC=C1)CC1=CC=CC=C1,-2.858808721
CC(C)(N=NC(C)(C)C#N)C#N,-2.713250998
CCC(C)COC(=O)C=C,-2.653206406
ClC1=NC2=CC=CC=C2S1,-2.732588375
CC1=CC(=O)N([O-])C(=C1)C1CCCCC1,-0.933168591
ClC1=CC2=NC=CC(Cl)=C2C=C1,-2.802624638
NC1=CC=CC=C1S([O-])(=O)=O,-1.747168641
CC(O)=CC(C)=O,-2.070050982
CC(=O)NC1=CC=C(C=C1)S(Cl)(=O)=O,-2.877252416
CCC(=O)OC1C(C)CCCC1(C)C,-3.803181261
COC(=O)C1=CC=C(C=C1)C(=O)OC,-3.796856222
CCCCCCCC1CCCC1=O,-3.769441651
O=C(CC1=CC=CC=C1)OCC1=CC=CC=C1,-3.86327488
CN(C)C(=S)SC(=S)N(C)C,-2.830299065
CC(CCO)CCC=C(C)C,-2.706734458
CCC(=O)C(C)CC=C(C)C,-2.701095244
CC1=CC(C)=C(N)C(=C1)S([O-])(=O)=O,-1.819543504
S1C=CC=C1,-1.445011049
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,-2.879922295
ClC(Cl)(Cl)C=O,-0.691340871
CCC(C)CO,-0.468101062
CC(C)CCO,-0.468101062
CC(=O)NC1=CC=C(C2=C1C(=O)C(=NNC1=CC=C(N=NC3=CC=C(C=C3)S([O-])(=O)=O)C3=CC=C(C=C13)S([O-])(=O)=O)C(=C2)S([O-])(=O)=O)S([O-])(=O)=O,-1.461244839
S1C=NC2=CC=CC=C12,-1.653826526
[O-]C(=O)C1=CC=CC(=C1)[N+]([O-])=O,-1.745907172
O=[Mo]=O,-3.739643636
O=C1NC2=CC=CC=C2C(=O)O1,-2.735417906
OC(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,-2.849722352
CCCCCCCCO,-2.637593121
O=[Te]=O,-3.715606233
COC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl,-3.951281028
CC(C)=CCCC(C)(OC(C)=O)C=C,-3.81577692
CC(C)(C)C1=CC=CC(=C1O)C(C)(C)C,-4.713587378
COC1=CC=C(C=C1O)C1CC(=O)C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)C=C2O1,-5.185848833
[Ce+3],-5.066402363
CCCCC(CC)COC(C)=O,-4.645140005
CCCCCCCCC(C)C#N,-4.63242095
CCN1C(=O)C(=N[N-]C2=CC=C(Cl)C=C2[N+]([O-])=O)C(C)=C(C#N)C1=O,-4.96733793
CC(C)CCCC=C,-4.458990177
ClCCC1=CC2=C(NC(=O)C2)C=C1Cl,-4.77757407
CCCCOCCOC(=O)CCCCC(=O)OCCOCCCC,-4.958733139
CC(C1=CC=CC=C1)C1=CC=CC=C1,-4.692503939
CC1=CC=CC=C1CC1=CC=CC=C1,-4.692503939
[Nd+3],-5.108420439
CC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4C3CCC12C)C(C)=O,-4.995753937
[O-]C(=O)C1=CC(NC2=CC=CC=C2)=C(C=C1NC1=CC=CC=C1)C([O-])=O,-4.985723288
O=C(OCC1=CC=CC=C1)C=CC1=CC=CC=C1,-4.820796026
O=C1NC(=NC(=N1)C1=CC=CC=C1)C1=CC=CC=C1,-5.493585254
[Gd+3],-5.015236372
CC(C)C(=O)OC(C)(CCC=C(C)C)C=C,-4.810584984
CC1=CC(C)=C(C(=O)P(=O)(C2=CC=CC=C2)C2=CC=CC=C2)C(C)=C1,-5.010576791
CCCCC(CC)C(=O)OCC(C)(C)COC(=O)C(CC)CCCC,-5.02063787
O.O.O.O.O.[Ti+4].[Zr+4].[Pb++],-5.098222153
CCOC(=O)C1C(C=C(C)C)C1(C)C,-4.765268274
NC(=O)C1=CC=C(NC(=O)C2=CC=C(C=C2)[N+]([O-])=O)C=C1,-4.936725416
CC(=O)C1=CC(=CC2=C1CCC2(C)C)C(C)(C)C,-4.870866208
COC1=CC(NS(=O)(=O)C2=CC=C(C)C=C2)=C2C(=O)C3=CC=CC=C3C(=O)C2=C1N,-5.112570051
CC1=CC(=C(C=C1Cl)N=NC1=C(O)C(=CC2=CC=CC=C12)C([O-])=O)S([O-])(=O)=O,-5.170401078
CC1=CC=C(NC2=CC(C([O-])=O)=C([NH2+]C3=CC=C(C)C=C3)C=C2C([O-])=O)C=C1,-5.070513482
COC1=CC(NC(=O)C2=CC3=CC=CC=C3C=C2O)=C(OC)C=C1Cl,-5.062270146
CCCCC(CC)COC(=O)C(C)=C,-4.805974161
CCCCC(CC)CCl,-4.680882096
NC(=O)C1=CC=C(NC(=O)C2=CC=C(N)C=C2)C=C1,-4.915649994
CCCCCCCCCCCCO,-4.81481019
C=CC(=O)OCCCCCCCCCCOC(=O)C=C,-4.960875455
CC1CC(=O)CC2CCC3C4CCC(O)C4(C)CCC3C12C,-5.006428958
CC1(C)CC2(CC(C)(C)[NH2+]1)OC1(CCCCCCCCCCC1)NC2=O,-5.084664439
CCC(C)(C)C1=CC=C(O)C(=C1)C(C)(C)CC,-4.892804854
CCCCC(CC)COC(=O)CS[Sn](C)(SCC(=O)OCC(CC)CCCC)SCC(=O)OCC(CC)CCCC,-5.394292294
ClC(=O)OCCOCCOC(Cl)=O,-4.886549003
[Lu+3],-5.311038629
OCC1=CC=CC(OC2=CC=CC=C2)=C1,-2.825873142
O=C1CCCCCCCCCCCN1,-2.81950432
COC(=O)C=CC1=CC=CC=C1,-2.73434753
CSC1=CC(SC)=C(N)C(C)=C1N,-2.856925458
COC1=CC=C(C=CC)C=C1OC,-2.778226795
CC1=NC2=C(O)C=CC=C2C=C1,-1.730618615
[Co++].CCC1CCC(CCC([O-])=O)C1.CCC1CCC(CCC([O-])=O)C1,-3.132383191
CC(C)(COCCCOC(=O)C=C)COCCCOC(=O)C=C,-3.04954214
CCCCCOC=O,-1.602059991
COC(=O)C1=CC(=CC=C1)C(=O)OC,-2.825819918
C=CC1=CC=CC=C1,-2.555269616
CCCCCCOC(=O)C(C)=C,-3.755421034
ClC1=CC(Cl)=C(Cl)N=C1Cl,-3.861424691
NC1=NC(=CS1)C1=CC2=CC=CC=C2C=C1,-4.849542252
CCCCCC(CO)CC1=CC=CC=C1,-3.843268562
CCCCCCCCCC=O,-3.725525503
CC(C)=CCCC(C)=CCOC(C)=O,-3.830500177
CC(CCC=C(C)CCC=O)C=C,-3.79357605
COC(=O)C(F)(F)F,-0.647983703
CCOC1=CC(C=O)=CC=C1O,-1.764202268
CC(=O)CCC1=CC=CC=C1,-1.716017996
COC1=CC(NC(=O)CC(C)=O)=C(OC)C=C1Cl,-2.979244778
CC(=O)OCC=CC1=CC=CC=C1,-2.792724534
CC(=O)OC1=CC=C(C=C1C1C(=O)OC2=CC=C(C=C12)C(C)(C)CC(C)(C)C)C(C)(C)CC(C)(C)C,-6.692582562
CCCCC(CC)COC(=O)NC1=CC=C(C)C(NC(=O)OCC[NH+](C)C)=C1,-0.235193825
CCC(C)CCCC(C)(C)O,-2.749344685
ClN1C(=O)[N-]C(=O)N(Cl)C1=O,-0.895160011
NC1=CC(=CC=C1O)S([O-])(=O)=O,-1.829744737
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,-3.112109244
CCCCCCCCC=CCCCCCCCC([O-])=O,-3.08883445
CC(CO)CCC1CC=C(C)C1(C)C,-3.842746406
CCCCCCCCCCCC(=O)N(C)C,-3.909307051
CC(C)(C)C1CCC(O)CC1,-3.103262125
CCCCCCCCCCCCCC[NH+](C)C,-3.935692561
CCCCl,-1.45340682
CC(C)CC(C)OP([S-])(=S)OC(C)C,-2.318974913
[O-][N+](=O)C1=CC=CC(Cl)=C1,-2.7612723
CC(=O)C1=CC2=CC=CC=C2C=C1,-2.796418719
NC1=CC=C(N=NC2=CC=C(NS(=O)(=O)C3=CC=C(NN=C4C(=O)C5=C(N)C(N=NC6=CC=C(C=C6)[N+]([O-])=O)=C(C=C5C=C4S([O-])(=O)=O)S([O-])(=O)=O)C=C3)C=C2)C(N)=C1,-0.525678621
CC(Cl)CCl,-1.621664713
CCNC1=CC=CC=C1,-1.652077936
CC(C)CCOCCC(C)C,-3.760107067
CN(C1=CC=CC=C1)S(=O)(=O)C1=CC2=CC=C(N)C(N=NC3=CC=C(NC(=O)CCl)C=C3S([O-])(=O)=O)=C2C([O-])=C1,-4.35885707
CC1=CC=C(Cl)C(Cl)=C1,-3.775545726
COC1=CC(=C(OC)C=C1N)S(=O)(=O)NC1=CC=CC=C1,-4.057692864
CC(=O)CC(C1=CC=CC=C1)C1=C([O-])C2=CC=CC=C2OC1=O,-3.062508747
CC1=CC(C=CC1=N)=C(C1=CC=C(N)C=C1)C1=CC=C(N)C=C1,-2.105483191
CC(C)COP(=O)(OCC(C)C)OCC(C)C,-3.002154647
COC(=O)C1=CC=CC=C1C,-1.756647676
CC(C)=C,-2.32906904
CC(=O)OCC(OC(C)=O)C=C,-0.817681412
NC1=CC=CC(O)=C1,-0.622962848
CCCC1=NC(C)=C2N1NC(=NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(CC)CC1,-4.843867866
CCCCCCCCC=CCCCCCCCC(=O)NCCC[NH+](C)C,-4.149259389
CC1=C(Cl)C=CC=C1Cl,-3.791936142
O=C1CCCCCCCCCCC1,-3.845829997
CC(C)=CCCC(C)(O)C#C,-1.772080431
CC1=CC=C(C=C1[N+]([O-])=O)C([O-])=O,-2.848098023
COC1=CC=C(C=C1N)S([O-])(=O)=O,-0.899724345
OC1=CC=C(C=C1O)C(=O)C1=CC=CC=C1,-2.92262005
CCN(CCO)C1=CC=C(C=C1)N=NC1=[N+](C)C2=CC=C(OC)C=C2S1,-0.226272691
CCCC1CC(C)(CCO1)OC(C)=O,-2.204723233
CCCCC(CC)C[NH3+],-1.713480463
CC1=CC=C(N)C=C1Cl,-1.753126312
OC1=CC=C(C(O)=C1)C1=C([O-])C(=O)C2=C(O)C=C([O-])C=C2O1,-3.082409058
CC(C1=CC=C(O)C=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,-4.086559757
CC1=CC=C(Cl)C=C1Cl,-3.808969481
COC1OC(COS(=O)(=O)C2=CC=C(C)C=C2)C2OC(C)(C)OC12,-4.156442533
COC1=CC=CC=C1C,-2.689083393
[O-]C(=O)CC1=CC=C(Cl)C=C1Cl,-2.91914164
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,-5.029134765
CCC([O-])=O,-2.823279191
ClC1=CC=C(C=C1)C#N,-2.749354496
[O-][N+](=O)C1=CC=C(Cl)C=C1,-2.811828673
CC(C)C1=CC=C(C=O)C=C1,-2.785256582
CC(=C)C(=O)OCCCCOC(=O)C(C)=C,-2.969024542
CCC(=O)C1=CC=CC(Cl)=C1,-1.84670557
C(OC1=CC=CC=C1)C1CO1,-1.796392183
[O-]C(=O)CCCCCCCC([O-])=O,-1.894461449
O=C1CCCCCCCCCCOCCCCO1,-4.0179592
CC(C)CCCC(C)CC=O,-3.806483007
S=C(NC1=CC=CC=C1)NC1=CC=CC=C1,-3.971688427
CC12CCC3C(CCC4=C3CCC(=O)C4)C1CCC2=O,-4.054976729
CCCBr,-1.710756249
COC1=CC=C(Cl)C=C1,-2.779325494
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1C(=O)CO,-3.203737155
[O-]S(=O)(=O)C1=CC=CC(=C1)N=NC1=CC=C(NC2=CC=CC=C2)C=C1,-1.204686091
CNC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1,-2.983946158
NC1=CC=CC=C1C1=CC=CC=C1,-2.861113735
ClCCOP(=O)(OCCCl)OCC(CCl)(CCl)COP(=O)(OCCCl)OCCCl,-3.400175355
[O-]C(=O)C1CCC(CC1)C([O-])=O,-0.872370724
CCC1=C2NC=C(CCO)C2=CC=C1,-1.91532641
CCOC(C)OC(C)(CCC=C(C)C)C=C,-3.976401784
O=C(C1=CC=CC=C1)C1=CC=CC=C1,-3.882202908
CCCC(=O)OC(C)C1CCCCC1,-3.920758898
CCC1(CC=C2CCCC3=CC(OC)=CC=C23)C(O)CCC1=O,-4.122768724
CCC(C)C1=CC=CC=C1,-3.758607848
