ID,NAME,SMILES,SDi,Reference,EXTERNALID,CASRN,ARTICLEID,Temperature
CpId_261,hydrochlorthiazide,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,0.024768165968729758,Tetko et al. 2001,None,58-93-5,A64,25.0
CpId_262,isosorbide dinitrate,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,0.0014678025904203266,Tetko et al. 2001,None,87-33-2,A64,25.0
CpId_263,p-aminopropiophenone,CCC(=O)c1ccc(N)cc1,0.004472135954999683,Tetko et al. 2001,None,70-69-9,A64,25.0
CpId_266,tripelenamine,C[NH+](C)CCN(Cc1ccccc1)c1ccccn1,0.0006523309852258982,Tetko et al. 2001,None,91-81-6,A64,25.0
CpId_267,methapyrilene,C[NH+](C)CCN(Cc1cccs1)c1ccccn1,0.009396646438262697,Tetko et al. 2001,None,91-80-5,A64,25.0
CpId_268,1-naphthaceneacetic acid,O=C([O-])Cc1cccc2ccccc12,0.0016405573965664099,Tetko et al. 2001,None,86-87-3,A64,25.0
CpId_269,bentazon,CC(C)N1C(=O)c2ccccc2[N-]S1(=O)=O,0.0009876921151277668,Tetko et al. 2001,None,25057-89-0,A64,25.0
CpId_272,"1,7-phenantroline",c1cnc2c(c1)ccc1ncccc12,0.0004472135954999087,Tetko et al. 2001,None,230-46-6,A64,25.0
CpId_273,4-nitroacetanilide,CC(=O)Nc1ccc([N+](=O)[O-])cc1,0.44472168825007846,Tetko et al. 2001,None,104-04-1,A64,25.0
CpId_274,"2,3-dichloro-2-methylbutane",CC(Cl)C(C)(C)Cl,0.0,Tetko et al. 2001,None,507-45-9,A64,25.0
CpId_275,"2,3-dichlorobutane",CC(Cl)C(C)Cl,0.1729833357420433,Tetko et al. 2001,None,7581-97-7,A64,25.0
CpId_276,p-benzidine,Nc1ccc(-c2ccc(N)cc2)cc1,0.029448684181130953,Tetko et al. 2001,None,92-87-5,A64,25.0
CpId_277,11-aminoundecanoic acid,[NH3+]CCCCCCCCCCC(=O)[O-],0.21797248024201854,Tetko et al. 2001,None,2432-99-7,A64,25.0
CpId_278,ethyl heptylate,CCCCCCC(=O)OCC,0.014893432557115088,Tetko et al. 2001,None,106-30-9,A64,25.0
CpId_279,parethoxycaine,CCOc1ccc(C(=O)OCC[NH+](CC)CC)cc1,0.002322252601001276,Tetko et al. 2001,None,94-23-5,A64,25.0
CpId_280,butyl-p-hydroxybenzoate,CCCCOC(=O)c1ccc(O)cc1,0.15689601941760944,Tetko et al. 2001,None,94-26-8,A64,25.0
CpId_281,o-iodobenzoic acid,O=C([O-])c1ccccc1I,0.1266392514191394,Tetko et al. 2001,None,88-67-5,A64,25.0
CpId_282,metolachlor,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,0.0005567764362829874,Tetko et al. 2001,None,51218-45-2,A64,25.0
CpId_284,hexabarital,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,0.908974480232688,Tetko et al. 2001,None,56-29-1,A64,25.0
CpId_285,pelargonic acid,CCCCCCCCC(=O)[O-],0.0020701966780270645,Tetko et al. 2001,None,112-05-0,A64,25.0
CpId_286,picloram,Nc1c(Cl)c(Cl)nc(C(=O)[O-])c1Cl,0.007448234050846598,Tetko et al. 2001,None,None,A64,25.0
CpId_287,Quinine,C=CC1C[NH+]2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,0.5743414494777783,Tetko et al. 2001,None,130-95-0,A64,25.0
CpId_288,4-mercaptopteridine,S=c1[nH]cnc2nccnc12,0.07354590403278757,Tetko et al. 2001,None,65882-61-3,A64,25.0
CpId_290,"4-chloro-3,5-dimethylphenol",Cc1cc(O)cc(C)c1Cl,0.045527085737111325,Tetko et al. 2001,None,88-04-0,A64,25.0
CpId_292,benznidazole,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,0.0,Tetko et al. 2001,None,22994-85-0,A64,25.0
CpId_293,methazole,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,1.1597377861734832,Tetko et al. 2001,None,20354-26-1,A64,25.0
CpId_295,ajmaline,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,0.028296053906272392,Tetko et al. 2001,None,None,A64,25.0
CpId_296,dapsone,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.1754551224672566,Tetko et al. 2001,None,80-08-0,A64,25.0
CpId_297,4-chloroacetanilide,CC(=O)Nc1ccc(Cl)cc1,0.03243711865543344,Tetko et al. 2001,None,539-03-7,A64,25.0
CpId_298,sulfamerazine,Cc1ccnc([N-]S(=O)(=O)c2ccc(N)cc2)n1,0.838781950211138,Tetko et al. 2001,None,127-79-7,A64,25.0
CpId_299,"3,5-diiodotyrosine",[NH3+]C(Cc1cc(I)c(O)c(I)c1)C(=O)[O-],0.006633283081886676,Tetko et al. 2001,None,66-02-4,A64,25.0
CpId_300,Doxycycline,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C([O-])C([NH+](C)C)C3C(O)C21,0.011869077470469292,Tetko et al. 2001,None,564-25-0,A64,25.0
CpId_301,pyrazon,Nc1cnn(-c2ccccc2)c(=O)c1Cl,0.06585140173991068,Tetko et al. 2001,None,1698-60-8,A64,25.0
CpId_302,chlortetracycline,C[NH+](C)C1C([O-])=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,0.0005128352561983405,Tetko et al. 2001,None,57-62-5,A64,25.0
CpId_303,monuron,CN(C)C(=O)Nc1ccc(Cl)cc1,0.02306695568219699,Tetko et al. 2001,None,150-68-5,A64,25.0
CpId_305,sulfisoxazole,Cc1noc([N-]S(=O)(=O)c2ccc(N)cc2)c1C,0.47941787617901777,Tetko et al. 2001,None,127-69-5,A64,25.0
CpId_306,"naphthalene-1,5-diol",Oc1cccc2c(O)cccc12,0.03469305972175337,Tetko et al. 2001,None,83-56-7,A64,25.0
CpId_308,phthalamide,NC(=O)c1ccccc1C(N)=O,0.23398938152545867,Tetko et al. 2001,None,88-96-0,A64,25.0
CpId_309,gentisin,COc1cc(O)c2c(=O)c3cc(O)ccc3oc2c1,0.004183300132670289,Tetko et al. 2001,None,437-50-3,A64,25.0
CpId_310,sulfadimethoxine,COc1cc([N-]S(=O)(=O)c2ccc(N)cc2)nc(OC)n1,0.0013416407864999247,Tetko et al. 2001,None,122-11-2,A64,25.0
CpId_311,diphenamid,CN(C)C(=O)C(c1ccccc1)c1ccccc1,0.011623730516108472,Tetko et al. 2001,None,957-51-7,A64,25.0
CpId_312,ethyl cinnamate,CCOC(=O)C=Cc1ccccc1,0.0019995555061618564,Tetko et al. 2001,None,103-36-6,A64,25.0
CpId_313,heptabarbital,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,0.05045542587274432,Tetko et al. 2001,None,509-86-4,A64,25.0
CpId_314,chloroacetic acid,O=C([O-])CCl,0.010901441582260028,Tetko et al. 2001,None,79-11-8,A64,25.0
CpId_316,isonoruron,CN(C)C(=O)NC1CC2CC1C1CCCC21,0.08320183291250267,Tetko et al. 2001,None,28805-78-9,A64,25.0
CpId_318,Ethirimol,CCCCc1c(C)nc(NCC)nc1O,0.0,Tetko et al. 2001,None,23947-60-6,A64,25.0
CpId_320,ibuproxam,CC(C)Cc1ccc(C(C)C(=O)NO)cc1,0.002065591117977291,Tetko et al. 2001,None,53648-05-8,A64,25.0
CpId_321,Chlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)N=C[N-]S2(=O)=O,0.04067431622043567,Tetko et al. 2001,None,58-94-6,A64,25.0
CpId_322,cinchonidine,C=CC1C[NH+]2CCC1CC2C(O)c1ccnc2ccccc12,0.20585253070002416,Tetko et al. 2001,None,485-71-2,A64,25.0
CpId_324,morin,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc([O-])cc(O)c12,0.0012719189352225395,Tetko et al. 2001,None,480-16-0,A64,25.0
CpId_326,santonin,CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,0.0001767766952966959,Tetko et al. 2001,None,481-06-1,A64,25.0
CpId_328,Cortisone,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,0.046195974998484546,Tetko et al. 2001,None,53-06-5,A64,25.0
CpId_330,tetracycline,C[NH+](C)C1C([O-])=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,0.10561775944939887,Tetko et al. 2001,None,60-54-8,A64,25.0
CpId_332,"1,2-dichlorotetrafluoroethane",FC(F)(Cl)C(F)(F)Cl,0.1435012858744445,Tetko et al. 2001,None,76-14-2,A64,25.0
CpId_333,diallyl phthalate,C=CCOC(=O)c1ccccc1C(=O)OCC=C,0.2091965290767937,Tetko et al. 2001,None,131-17-9,A64,25.0
CpId_335,1-fluoro-4-iodobenzene,Fc1ccc(I)cc1,0.0020518284528682753,Tetko et al. 2001,None,352-34-1,A64,25.0
CpId_336,oxytetracycline,C[NH+](C)C1C([O-])=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,0.013855059244430099,Tetko et al. 2001,None,79-57-2,A64,25.0
CpId_337,tetrabromomethane,BrC(Br)(Br)Br,0.00012649110640672125,Tetko et al. 2001,None,558-13-4,A64,25.0
CpId_338,noscapine,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CC[NH+]1C,0.3464835898390828,Tetko et al. 2001,None,128-62-1,A64,25.0
CpId_339,carboxin,CC1=C(C(=O)Nc2ccccc2)SCCO1,0.02629290173826731,Tetko et al. 2001,None,5234-68-4,A64,25.0
CpId_340,cyanazine,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,0.0004629100498862248,Tetko et al. 2001,None,21725-46-2,A64,25.0
CpId_341,carbanilide,O=C(Nc1ccccc1)Nc1ccccc1,0.00039036002917937026,Tetko et al. 2001,None,102-07-8,A64,25.0
CpId_342,phenyl salicylate,O=C(Oc1ccccc1)c1ccccc1O,0.002467342249826224,Tetko et al. 2001,None,118-55-8,A64,25.0
CpId_343,Metoclopramide,CC[NH+](CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,0.0020922077653362557,Tetko et al. 2001,None,364-62-5,A64,25.0
CpId_344,2-mercaptobenzothiazole,Sc1nc2ccccc2s1,0.011629191512658848,Tetko et al. 2001,None,149-30-4,A64,25.0
CpId_347,1-bromo-3-chlorobenzene,Clc1cccc(Br)c1,6.324555320336062e-05,Tetko et al. 2001,None,108-37-2,A64,25.0
CpId_349,diphenylacetic acid,O=C([O-])C(c1ccccc1)c1ccccc1,0.0015526475085201258,Tetko et al. 2001,None,117-34-0,A64,25.0
CpId_350,"1,2-diiodoethylene",IC=CI,0.1840052464667047,Tetko et al. 2001,None,590-27-2,A64,25.0
CpId_352,"3,4-dichloroaniline",Nc1ccc(Cl)c(Cl)c1,0.00394669843938294,Tetko et al. 2001,None,95-76-1,A64,25.0
CpId_353,Mefluidide,CC(=O)Nc1cc([N-]S(=O)(=O)C(F)(F)F)c(C)cc1C,0.0017677669529664306,Tetko et al. 2001,None,53780-34-0,A64,25.0
CpId_354,4-iodoacetanilide,CC(=O)Nc1ccc(I)cc1,0.21019038988498032,Tetko et al. 2001,None,622-50-4,A64,25.0
CpId_355,alachlor,CCc1cccc(CC)c1N(COC)C(=O)CCl,0.09814721626519025,Tetko et al. 2001,None,15972-60-8,A64,25.0
CpId_356,pentyl-4-aminobenzoate,CCCCCOC(=O)c1ccc(N)cc1,0.17896527995276473,Tetko et al. 2001,None,13110-37-7,A64,25.0
CpId_357,chloramben methyl ester,COC(=O)c1cc(Cl)cc(N)c1Cl,0.001680136048913098,Tetko et al. 2001,None,7286-84-2,A64,25.0
CpId_358,naepaine,CCCCC[NH2+]CCOC(=O)c1ccc(N)cc1,0.0,Tetko et al. 2001,None,2188-67-2,A64,25.0
CpId_359,m-iodobenzoic acid,O=C([O-])c1cccc(I)c1,0.11831103076213986,Tetko et al. 2001,None,618-51-9,A64,25.0
CpId_362,sulfamethoxypyridazine,COc1ccc([N-]S(=O)(=O)c2ccc(N)cc2)nn1,0.2683281572999746,Tetko et al. 2001,None,80-35-3,A64,25.0
CpId_363,carbaryl,CNC(=O)Oc1cccc2ccccc12,0.33539929380945144,Tetko et al. 2001,None,63-25-2,A64,25.0
CpId_365,fenfuram,Cc1occc1C(=O)Nc1ccccc1,0.0018856475457165415,Tetko et al. 2001,None,24691-80-3,A64,25.0
CpId_366,"3,5-diiodosalicylic acid",O=C([O-])c1cc(I)cc(I)c1O,0.0014142135623731635,Tetko et al. 2001,None,133-91-5,A64,25.0
CpId_367,p-chlorobenzoic acid,O=C([O-])c1ccc(Cl)cc1,0.013389761547007318,Tetko et al. 2001,None,74-11-3,A64,25.0
CpId_370,strychnine,O=C1CC2OCC=C3C[NH+]4CCC56c7ccccc7N1C5C2C3CC46,0.28381581095043756,Tetko et al. 2001,None,57-24-9,A64,25.0
CpId_371,bromoxynil,N#Cc1cc(Br)c([O-])c(Br)c1,0.0009404490653111757,Tetko et al. 2001,None,1689-84-5,A64,25.0
CpId_372,ditalimfos,CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,0.0010713809513225863,Tetko et al. 2001,None,5131-24-8,A64,25.0
CpId_374,thiopental,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,0.0907114735222146,Tetko et al. 2001,None,76-75-5,A64,25.0
CpId_375,cholic acid,CC(CCC(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,0.2834382727234352,Tetko et al. 2001,None,81-25-4,A64,25.0
CpId_376,nalidixic acid,CCn1cc(C(=O)[O-])c(=O)c2ccc(C)nc21,0.16736845879675175,Tetko et al. 2001,None,389-08-2,A64,25.0
CpId_379,flutriafol,OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,0.0024835011129004355,Tetko et al. 2001,None,76674-21-0,A64,25.0
CpId_380,methyl caprylate,CCCCCCCC(=O)OC,0.06958427664031268,Tetko et al. 2001,None,111-11-5,A64,25.0
CpId_381,sulfallate,C=C(Cl)CSC(=S)N(CC)CC,0.021108292209461206,Tetko et al. 2001,None,95-06-7,A64,25.0
CpId_382,tolbutamide,CCCCNC(=O)[N-]S(=O)(=O)c1ccc(C)cc1,0.09309493362512636,Tetko et al. 2001,None,64-77-7,A64,25.0
CpId_383,Doxepin,C[NH+](C)CCC=C1c2ccccc2COc2ccccc21,0.2886014108304625,Tetko et al. 2001,None,1668-19-5,A64,25.0
CpId_384,undecylenic acid,C=CCCCCCCCCC(=O)[O-],0.00106904496764958,Tetko et al. 2001,None,112-38-9,A64,25.0
CpId_386,fludrocortisone,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,0.6188950817563686,Tetko et al. 2001,None,127-31-1,A64,25.0
CpId_387,fluometuron,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,0.04858876600427501,Tetko et al. 2001,None,2164-17-2,A64,25.0
CpId_388,caprinic acid,CCCCCCCCCC(=O)[O-],0.003735161117198137,Tetko et al. 2001,None,334-48-5,A64,25.0
CpId_389,thiamylal,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,0.1108096465917015,Tetko et al. 2001,None,77-27-0,A64,25.0
CpId_390,adrenosterone,CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,0.0017638342073763953,Tetko et al. 2001,None,382-45-6,A64,25.0
CpId_391,butyl benzoate,CCCCOC(=O)c1ccccc1,3.535533905940199e-05,Tetko et al. 2001,None,136-60-7,A64,25.0
CpId_393,"1,2-dibromobenzene",Brc1ccccc1Br,0.0,Tetko et al. 2001,None,583-53-9,A64,25.0
CpId_394,sulfadiazine,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1,0.8018234338151706,Tetko et al. 2001,None,68-35-9,A64,25.0
CpId_397,linuron,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.023827073770071847,Tetko et al. 2001,None,330-55-2,A64,25.0
CpId_400,1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0.36967178295227116,Tetko et al. 2001,None,86-57-7,A64,25.0
CpId_402,napropamide,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,0.009991885596711936,Tetko et al. 2001,None,15299-99-7,A64,25.0
CpId_403,acetyl sulfisoxazole,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,0.0,Tetko et al. 2001,None,80-74-0,A64,25.0
CpId_404,bendroflumethiazide,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,0.00046291004988643035,Tetko et al. 2001,None,73-48-3,A64,25.0
CpId_405,"1,2,4-trichlorobenzene",Clc1ccc(Cl)c(Cl)c1,0.14319605415039352,Tetko et al. 2001,None,120-82-1,A64,25.0
CpId_406,salicylanilide,O=C(Nc1ccccc1)c1ccccc1O,0.0007905694150420429,Tetko et al. 2001,None,87-17-2,A64,25.0
CpId_408,Lorazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,0.001839806753137102,Tetko et al. 2001,None,846-49-1,A64,25.0
CpId_409,Ioxynil,N#Cc1cc(I)c([O-])c(I)c1,0.15059388267788304,Tetko et al. 2001,None,1689-83-4,A64,25.0
CpId_410,triadimefon,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,0.0018516401995451047,Tetko et al. 2001,None,43121-43-3,A64,25.0
CpId_412,1-bromo-4-chlorobenzene,Clc1ccc(Br)cc1,6.666666666665932e-05,Tetko et al. 2001,None,106-39-8,A64,25.0
CpId_413,Dexamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,0.1629348864829187,Tetko et al. 2001,None,50-02-2,A64,25.0
CpId_414,chenodeoxycholic acid,CC(CCC(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,0.41462087708777157,Tetko et al. 2001,None,474-25-9,A64,25.0
CpId_415,Desipramine,C[NH2+]CCCN1c2ccccc2CCc2ccccc21,0.03186370976518576,Tetko et al. 2001,None,50-47-5,A64,25.0
CpId_417,hexachloroethane,ClC(Cl)(Cl)C(Cl)(Cl)Cl,0.26277383621662204,Tetko et al. 2001,None,67-72-1,A64,25.0
CpId_418,"2,4-db",O=C([O-])CCCOc1ccc(Cl)cc1Cl,0.0446849427340224,Tetko et al. 2001,None,94-82-6,A64,25.0
CpId_419,riboflavin,Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,0.03183443977134759,Tetko et al. 2001,None,83-88-5,A64,25.0
CpId_420,tolazamide,Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CCCCCC2)cc1,0.0010713809513228157,Tetko et al. 2001,None,1156-19-0,A64,25.0
CpId_421,triamcinolone,CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,0.11531595797995688,Tetko et al. 2001,None,124-94-7,A64,25.0
CpId_422,androstenedione,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,0.003624913792078422,Tetko et al. 2001,None,63-05-8,A64,25.0
CpId_423,Ketoprofen,CC(C(=O)[O-])c1cccc(C(=O)c2ccccc2)c1,0.5020743000067548,Tetko et al. 2001,None,22071-15-4,A64,25.0
CpId_424,n-phenyldiethanolamine,OCCN(CCO)c1ccccc1,0.002422611735100711,Tetko et al. 2001,None,120-07-0,A64,25.0
CpId_425,sulfapyrazine,Nc1ccc(S(=O)(=O)[N-]c2cnccn2)cc1,0.0,Tetko et al. 2001,None,116-44-9,A64,25.0
CpId_426,sufentanil,CCC(=O)N(c1ccccc1)C1(COC)CC[NH+](CCc2cccs2)CC1,0.0018516401995451047,Tetko et al. 2001,None,56030-54-7,A64,25.0
CpId_427,oxyphenbutazone,CCCC[c-]1c(=O)n(-c2ccccc2)n(-c2ccc(O)cc2)c1=O,0.001483614205617882,Tetko et al. 2001,None,129-20-4,A64,25.0
CpId_430,diphenylnitrosamine,O=NN(c1ccccc1)c1ccccc1,0.001570202443726849,Tetko et al. 2001,None,86-30-6,A64,25.0
CpId_431,chlorfenprop-methyl,COC(=O)C(Cl)Cc1ccc(Cl)cc1,0.002506242206970415,Tetko et al. 2001,None,14437-17-3,A64,25.0
CpId_433,ethoxyzolamide,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,0.20050048489827751,Tetko et al. 2001,None,452-35-7,A64,25.0
CpId_434,Trimethoprim,COc1cc(Cc2c[nH+]c(N)nc2N)cc(OC)c1OC,0.029729801733464605,Tetko et al. 2001,None,738-70-5,A64,25.0
CpId_435,karbutilate,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,0.0017888543819998333,Tetko et al. 2001,None,4849-32-5,A64,25.0
CpId_437,propanil,CCC(=O)Nc1ccc(Cl)c(Cl)c1,0.12056869788253886,Tetko et al. 2001,None,709-98-8,A64,25.0
CpId_438,ametryn,CCNc1nc(NC(C)C)nc(SC)n1,0.0013887301496588798,Tetko et al. 2001,None,834-12-8,A64,25.0
CpId_439,phenbutamide,CCCCNC(=O)[N-]S(=O)(=O)c1ccccc1,0.0,Tetko et al. 2001,None,3149-00-6,A64,25.0
CpId_440,"1,2-Dichlorobenzene",Clc1ccccc1Cl,0.07690161167874092,Tetko et al. 2001,None,95-50-1,A64,25.0
CpId_441,ethofumesate,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,0.1195035924611102,Tetko et al. 2001,None,26225-79-6,A64,25.0
CpId_442,Metolazone,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,0.17748705743111404,Tetko et al. 2001,None,17560-51-9,A64,25.0
CpId_443,Xipamide,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1[O-],0.035146556651319945,Tetko et al. 2001,None,14293-44-8,A64,25.0
CpId_444,nimetazepam,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,0.0017888543819998333,Tetko et al. 2001,None,2011-67-8,A64,25.0
CpId_445,2-chloroaniline,Nc1ccccc1Cl,0.16298333588983197,Tetko et al. 2001,None,95-51-2,A64,25.0
CpId_446,5-methyluracil,Cc1c[nH]c(=O)[nH]c1=O,0.008373822848072974,Tetko et al. 2001,None,65-71-4,A64,25.0
CpId_447,bromodichloromethane,ClC(Cl)Br,0.09317958825121878,Tetko et al. 2001,None,75-27-4,A64,25.0
CpId_448,benzenesulfonamide,NS(=O)(=O)c1ccccc1,0.0013416407864998254,Tetko et al. 2001,None,98-10-2,A64,25.0
CpId_450,allantoin,NC(=O)NC1NC(=O)NC1=O,0.05962749445715542,Tetko et al. 2001,None,97-59-6,A64,25.0
CpId_453,levodopa,[NH3+]C(Cc1ccc(O)c(O)c1)C(=O)[O-],0.09835432659830508,Tetko et al. 2001,None,59-92-7,A64,25.0
CpId_454,p-aminoacetophenone,CC(=O)c1ccc(N)cc1,0.17888543819998323,Tetko et al. 2001,None,99-92-3,A64,25.0
CpId_455,"5,5-dimethyl-2,4-hexadione",CC(=O)CC(=O)C(C)(C)C,0.0,Tetko et al. 2001,None,None,A64,25.0
CpId_457,asulam,COC(=O)[N-]S(=O)(=O)c1ccc(N)cc1,0.03492371277922374,Tetko et al. 2001,None,3337-71-1,A64,25.0
CpId_458,dimethyl phthalate,COC(=O)c1ccccc1C(=O)OC,0.08591494737132872,Tetko et al. 2001,None,131-11-3,A64,25.0
CpId_459,hippuric acid,O=C([O-])CNC(=O)c1ccccc1,0.01934134891308716,Tetko et al. 2001,None,495-69-2,A64,25.0
CpId_461,carbetamide,CCNC(=O)C(C)OC(=O)Nc1ccccc1,0.0004749060057377372,Tetko et al. 2001,None,16118-49-3,A64,25.0
CpId_462,chloralose,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,0.001224744871391545,Tetko et al. 2001,None,15879-93-3,A64,25.0
CpId_464,methyl benzoate,COC(=O)c1ccccc1,0.018388027505840752,Tetko et al. 2001,None,93-58-3,A64,25.0
CpId_466,1-bromo-3-chloropropane,ClCCCBr,0.0014966629547096262,Tetko et al. 2001,None,109-70-6,A64,25.0
CpId_468,Coumarin,O=c1ccc2ccccc2o1,0.39801534917866954,Tetko et al. 2001,None,91-64-5,A64,25.0
CpId_469,o-chlorobenzoic acid,O=C([O-])c1ccccc1Cl,0.06284506458630738,Tetko et al. 2001,None,118-91-2,A64,25.0
CpId_470,2-nitroacetanilide,CC(=O)Nc1ccccc1[N+](=O)[O-],0.0004749060057376245,Tetko et al. 2001,None,552-32-9,A64,25.0
CpId_471,"1,2,3-trichloropropane",ClCC(Cl)CCl,0.0037996710383926785,Tetko et al. 2001,None,96-18-4,A64,25.0
CpId_474,tubercidin,Nc1[nH+]cnc2c1ccn2C1OC(CO)C(O)C1O,0.0003779644730092695,Tetko et al. 2001,None,69-33-0,A64,25.0
CpId_475,2-methylbenzimidazole,Cc1nc2ccccc2[nH]1,7.071067811864697e-05,Tetko et al. 2001,None,615-15-6,A64,25.0
CpId_476,guaiacol,COc1ccccc1O,0.4645865545478761,Tetko et al. 2001,None,90-05-1,A64,25.0
CpId_477,trichloroethylene,ClC=C(Cl)Cl,0.05262525030531419,Tetko et al. 2001,None,79-01-6,A64,25.0
CpId_478,p-difluorobenzene,Fc1ccc(F)cc1,0.0004405759217855539,Tetko et al. 2001,None,540-36-3,A64,25.0
CpId_480,sulfaguanidine,NC(=[NH2+])NS(=O)(=O)c1ccc(N)cc1,0.003273419890233729,Tetko et al. 2001,None,57-67-0,A64,25.0
CpId_482,methyl capronate,CCCCCC(=O)OC,0.042450677261970715,Tetko et al. 2001,None,106-70-7,A64,25.0
CpId_484,m-difluorobenzene,Fc1cccc(F)c1,0.00013333333333331865,Tetko et al. 2001,None,372-18-9,A64,25.0
CpId_486,vanillic acid,COc1cc(C(=O)[O-])ccc1O,0.0,Tetko et al. 2001,None,121-34-6,A64,25.0
CpId_488,allobarbital,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,0.040688458642060506,Tetko et al. 2001,None,52-43-7,A64,25.0
CpId_489,tricyclazole,Cc1cccc2sc3nncn3c12,0.0013887301496588798,Tetko et al. 2001,None,41814-78-2,A64,25.0
CpId_490,"1,3-dibromopropane",BrCCCBr,0.002661327989306588,Tetko et al. 2001,None,109-64-8,A64,25.0
CpId_491,tranid,CNC(=O)ON=C1C(Cl)C2CC(C#N)C1C2,0.0011360751148873837,Tetko et al. 2001,None,15271-41-7,A64,25.0
CpId_492,ethiofencarb,CCSCc1ccccc1OC(=O)NC,0.0014525839046334236,Tetko et al. 2001,None,29973-13-5,A64,25.0
CpId_493,tetroxoprim,COCCOc1c(OC)cc(Cc2c[nH+]c(N)nc2N)cc1OC,0.0004999999999999449,Tetko et al. 2001,None,53808-87-0,A64,25.0
CpId_495,Chloramphenicol,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0.24344057243543504,Tetko et al. 2001,None,56-75-7,A64,25.0
CpId_496,propylthiouracil,CCCc1cc(=O)[nH]c(=S)[nH]1,0.0006565905201198108,Tetko et al. 2001,None,51-52-5,A64,25.0
CpId_497,"1,2-dibromopropane",CC(Br)CBr,0.0030396637240910945,Tetko et al. 2001,None,78-75-1,A64,25.0
CpId_498,indazole,c1ccc2[nH]ncc2c1,0.002482292846901462,Tetko et al. 2001,None,271-44-3,A64,25.0
